Customer ID,Recency,Frequency,Monetary,Recency Score,Frequency Score,Monetary Score,RFM Score,Customer Status
CUST_00220,76,5,73.76,3,2,2,32,Need Attention
CUST_00221,197,6,108.14999999999999,1,2,4,12,Hibernating
CUST_00222,25,5,80.84,4,2,2,42,Potential Loyalists
CUST_00223,22,15,233.02000000000007,5,5,5,55,Champions
CUST_00224,385,3,31.39,1,1,1,11,Hibernating
CUST_00225,88,7,78.56,3,3,2,33,Need Attention
CUST_00226,121,11,172.70999999999998,2,5,5,25,Cannot Lose
CUST_00227,15,7,59.95,5,3,1,53,Potential Loyalists
CUST_00228,142,6,98.95000000000002,2,2,3,22,Hibernating
CUST_00229,272,6,106.14,1,2,3,12,Hibernating
CUST_00230,121,6,91.59,2,2,3,22,Hibernating
CUST_00231,18,6,98.98,5,2,3,52,Potential Loyalists
CUST_00232,34,9,150.1,4,4,5,44,Loyal Customers
CUST_00233,49,5,77.71,4,2,2,42,Potential Loyalists
CUST_00234,363,5,74.06,1,2,2,12,Hibernating
CUST_00235,304,3,34.150000000000006,1,1,1,11,Hibernating
CUST_00236,6,10,116.85,5,5,4,55,Champions
CUST_00237,110,8,150.27,2,4,5,24,Cannot Lose
CUST_00238,90,3,44.32,3,1,1,31,Need Attention
CUST_00239,104,12,152.53,2,5,5,25,Cannot Lose
CUST_00240,29,5,66.53,4,2,2,42,Potential Loyalists
CUST_00241,162,4,68.23,2,1,2,21,Hibernating
CUST_00242,424,6,85.50999999999999,1,2,2,12,Hibernating
CUST_00243,37,10,146.42,4,5,5,45,Loyal Customers
CUST_00244,25,10,155.33,4,5,5,45,Loyal Customers
CUST_00245,38,2,25.450000000000003,4,1,1,41,Newcomers
CUST_00246,71,6,108.5,3,2,4,32,Need Attention
CUST_00247,123,5,59.480000000000004,2,2,1,22,Hibernating
CUST_00248,318,3,39.65,1,1,1,11,Hibernating
CUST_00249,46,4,63.34,4,1,1,41,Newcomers
CUST_00250,20,10,152.05,5,5,5,55,Champions
CUST_00251,261,6,64.44999999999999,1,2,2,12,Hibernating
CUST_00252,108,7,146.09,2,3,5,23,At Risk
CUST_00253,35,4,55.120000000000005,4,1,1,41,Newcomers
CUST_00254,125,8,114.82999999999998,2,4,4,24,Cannot Lose
CUST_00255,5,11,190.95000000000002,5,5,5,55,Champions
CUST_00256,32,11,214.55999999999997,4,5,5,45,Loyal Customers
CUST_00257,147,5,89.47999999999999,2,2,3,22,Hibernating
CUST_00258,37,10,142.66,4,5,5,45,Loyal Customers
CUST_00259,108,9,137.51,2,4,5,24,Cannot Lose
CUST_00260,48,9,157.19,4,4,5,44,Loyal Customers
CUST_00261,163,6,84.87,2,2,2,22,Hibernating
CUST_00262,245,4,50.35,1,1,1,11,Hibernating
CUST_00263,130,7,78.72,2,3,2,23,At Risk
CUST_00264,160,4,54.95,2,1,1,21,Hibernating
CUST_00265,6,9,158.85999999999999,5,4,5,54,Champions
CUST_00266,324,5,84.17000000000002,1,2,2,12,Hibernating
CUST_00267,173,7,106.38,2,3,4,23,At Risk
CUST_00268,9,6,106.33999999999999,5,2,4,52,Potential Loyalists
CUST_00269,5,10,156.88,5,5,5,55,Champions
CUST_00270,144,6,94.14999999999999,2,2,3,22,Hibernating
CUST_00271,46,9,135.81,4,4,5,44,Loyal Customers
CUST_00272,69,8,149.47,3,4,5,34,Loyal Customers
CUST_00273,78,5,66.84,3,2,2,32,Need Attention
CUST_00274,434,2,21.21,1,1,1,11,Hibernating
CUST_00275,227,2,37.78,1,1,1,11,Hibernating
CUST_00276,145,9,161.33,2,4,5,24,Cannot Lose
CUST_00277,151,7,136.56,2,3,5,23,At Risk
CUST_00278,170,1,19.15,2,1,1,21,Hibernating
CUST_00279,109,5,67.47,2,2,2,22,Hibernating
CUST_00280,50,8,142.21999999999997,4,4,5,44,Loyal Customers
CUST_00281,42,12,181.29999999999998,4,5,5,45,Loyal Customers
CUST_00282,37,8,132.85,4,4,5,44,Loyal Customers
CUST_00283,118,8,111.72,2,4,4,24,Cannot Lose
CUST_00284,91,3,40.24,3,1,1,31,Need Attention
CUST_00285,27,6,86.73,4,2,3,42,Potential Loyalists
CUST_00286,30,7,109.96000000000001,4,3,4,43,Potential Loyalists
CUST_00287,115,5,55.120000000000005,2,2,1,22,Hibernating
CUST_00288,13,6,99.19999999999999,5,2,3,52,Potential Loyalists
CUST_00289,71,5,57.38,3,2,1,32,Need Attention
CUST_00290,123,7,92.85,2,3,3,23,At Risk
CUST_00291,53,9,175.21999999999997,4,4,5,44,Loyal Customers
CUST_00292,113,6,91.81,2,2,3,22,Hibernating
CUST_00293,30,8,100.17,4,4,3,44,Loyal Customers
CUST_00294,317,5,56.63,1,2,1,12,Hibernating
CUST_00295,19,5,81.24,5,2,2,52,Potential Loyalists
CUST_00296,9,7,95.44999999999999,5,3,3,53,Potential Loyalists
CUST_00297,42,9,131.99,4,4,4,44,Loyal Customers
CUST_00298,124,6,87.04,2,2,3,22,Hibernating
CUST_00299,125,6,85.25,2,2,2,22,Hibernating
CUST_00300,35,8,132.48000000000002,4,4,5,44,Loyal Customers
CUST_00301,121,6,94.99,2,2,3,22,Hibernating
CUST_00302,101,5,69.93,2,2,2,22,Hibernating
CUST_00303,33,9,130.83,4,4,4,44,Loyal Customers
CUST_00304,70,3,37.14,3,1,1,31,Need Attention
CUST_00305,83,5,68.5,3,2,2,32,Need Attention
CUST_00306,205,6,67.46000000000001,1,2,2,12,Hibernating
CUST_00307,123,2,40.35,2,1,1,21,Hibernating
CUST_00308,84,6,120.58,3,2,4,32,Need Attention
CUST_00309,544,4,40.230000000000004,1,1,1,11,Hibernating
CUST_00310,84,9,111.37,3,4,4,34,Loyal Customers
CUST_00311,234,5,67.83,1,2,2,12,Hibernating
CUST_00312,106,8,129.18,2,4,4,24,Cannot Lose
CUST_00313,2,7,92.61,5,3,3,53,Potential Loyalists
CUST_00314,167,6,88.64,2,2,3,22,Hibernating
CUST_00315,105,5,88.71000000000001,2,2,3,22,Hibernating
CUST_00316,46,8,106.63,4,4,4,44,Loyal Customers
CUST_00317,181,3,37.37,1,1,1,11,Hibernating
CUST_00318,89,11,159.84,3,5,5,35,Loyal Customers
CUST_00319,62,10,160.67,3,5,5,35,Loyal Customers
CUST_00320,218,8,82.58,1,4,2,14,Cannot Lose
CUST_00321,1,5,76.22999999999999,5,2,2,52,Potential Loyalists
CUST_00322,90,6,64.63,3,2,2,32,Need Attention
CUST_00323,70,3,50.11,3,1,1,31,Need Attention
CUST_00324,66,7,95.05,3,3,3,33,Need Attention
CUST_00325,3,8,123.70000000000002,5,4,4,54,Champions
CUST_00326,86,9,152.85000000000002,3,4,5,34,Loyal Customers
CUST_00327,54,6,64.72,4,2,2,42,Potential Loyalists
CUST_00328,11,5,79.84,5,2,2,52,Potential Loyalists
CUST_00329,209,6,81.81,1,2,2,12,Hibernating
CUST_00330,89,11,189.96,3,5,5,35,Loyal Customers
CUST_00331,80,10,128.88000000000002,3,5,4,35,Loyal Customers
CUST_00332,219,5,80.29,1,2,2,12,Hibernating
CUST_00333,122,8,115.8,2,4,4,24,Cannot Lose
CUST_00334,203,4,65.84,1,1,2,11,Hibernating
CUST_00335,10,10,142.01999999999998,5,5,5,55,Champions
CUST_00336,38,9,168.46,4,4,5,44,Loyal Customers
CUST_00337,175,5,82.13,1,2,2,12,Hibernating
CUST_00338,124,4,43.17,2,1,1,21,Hibernating
CUST_00339,57,9,108.60999999999999,3,4,4,34,Loyal Customers
CUST_00340,55,10,180.89000000000001,4,5,5,45,Loyal Customers
CUST_00341,123,7,134.69,2,3,5,23,At Risk
CUST_00342,32,4,94.67999999999999,4,1,3,41,Newcomers
CUST_00343,9,9,121.30000000000001,5,4,4,54,Champions
CUST_00344,22,4,78.36,5,1,2,51,Newcomers
CUST_00345,42,11,176.70000000000002,4,5,5,45,Loyal Customers
CUST_00346,68,10,140.56,3,5,5,35,Loyal Customers
CUST_00347,5,5,66.69999999999999,5,2,2,52,Potential Loyalists
CUST_00348,52,5,75.46000000000001,4,2,2,42,Potential Loyalists
CUST_00349,166,3,39.25,2,1,1,21,Hibernating
CUST_00350,83,9,139.68,3,4,5,34,Loyal Customers
CUST_00351,90,5,65.89,3,2,2,32,Need Attention
CUST_00352,248,7,86.84,1,3,3,13,At Risk
CUST_00353,171,7,101.56,2,3,3,23,At Risk
CUST_00354,38,14,194.84,4,5,5,45,Loyal Customers
CUST_00355,8,9,141.63,5,4,5,54,Champions
CUST_00356,2,3,34.769999999999996,5,1,1,51,Newcomers
CUST_00357,254,5,45.68000000000001,1,2,1,12,Hibernating
CUST_00358,97,12,181.48999999999998,3,5,5,35,Loyal Customers
CUST_00359,216,7,127.35000000000001,1,3,4,13,At Risk
CUST_00360,207,9,161.96,1,4,5,14,Cannot Lose
CUST_00361,13,14,214.04,5,5,5,55,Champions
CUST_00362,69,10,140.35,3,5,5,35,Loyal Customers
CUST_00363,31,6,76.77,4,2,2,42,Potential Loyalists
CUST_00364,305,11,175.36,1,5,5,15,Cannot Lose
CUST_00365,130,6,119.43,2,2,4,22,Hibernating
CUST_00366,53,7,76.12,4,3,2,43,Potential Loyalists
CUST_00367,133,7,80.95,2,3,2,23,At Risk
CUST_00368,145,10,138.35000000000002,2,5,5,25,Cannot Lose
CUST_00369,82,5,93.36000000000001,3,2,3,32,Need Attention
CUST_00370,53,7,128.91,4,3,4,43,Potential Loyalists
CUST_00371,7,6,85.02000000000001,5,2,2,52,Potential Loyalists
CUST_00372,108,4,63.36,2,1,1,21,Hibernating
CUST_00373,197,9,174.3,1,4,5,14,Cannot Lose
CUST_00374,159,4,62.89999999999999,2,1,1,21,Hibernating
CUST_00375,141,5,80.65999999999998,2,2,2,22,Hibernating
CUST_00376,61,13,178.20999999999998,3,5,5,35,Loyal Customers
CUST_00377,109,7,111.28,2,3,4,23,At Risk
CUST_00378,153,4,45.099999999999994,2,1,1,21,Hibernating
CUST_00379,59,9,148.58,3,4,5,34,Loyal Customers
CUST_00380,425,6,98.67,1,2,3,12,Hibernating
CUST_00381,114,9,137.85,2,4,5,24,Cannot Lose
CUST_00382,77,7,112.44,3,3,4,33,Need Attention
CUST_00383,13,9,133.6,5,4,5,54,Champions
CUST_00384,166,6,110.16,2,2,4,22,Hibernating
CUST_00385,85,5,90.22,3,2,3,32,Need Attention
CUST_00386,122,6,81.78999999999999,2,2,2,22,Hibernating
CUST_00387,132,8,106.91,2,4,4,24,Cannot Lose
CUST_00388,65,6,80.1,3,2,2,32,Need Attention
CUST_00389,234,8,98.08000000000001,1,4,3,14,Cannot Lose
CUST_00390,48,4,67.42,4,1,2,41,Newcomers
CUST_00391,100,11,152.52999999999997,3,5,5,35,Loyal Customers
CUST_00392,66,6,96.71000000000001,3,2,3,32,Need Attention
CUST_00393,283,4,54.230000000000004,1,1,1,11,Hibernating
CUST_00394,41,5,83.52,4,2,2,42,Potential Loyalists
CUST_00395,43,17,234.57,4,5,5,45,Loyal Customers
CUST_00396,210,10,145.65,1,5,5,15,Cannot Lose
CUST_00397,215,7,98.83,1,3,3,13,At Risk
CUST_00398,26,6,103.0,4,2,3,42,Potential Loyalists
CUST_00399,7,7,107.08999999999999,5,3,4,53,Potential Loyalists
CUST_00400,223,6,112.31,1,2,4,12,Hibernating
CUST_00401,26,13,198.32000000000002,4,5,5,45,Loyal Customers
CUST_00402,89,9,169.32999999999998,3,4,5,34,Loyal Customers
CUST_00403,23,10,173.14000000000001,5,5,5,55,Champions
CUST_00404,44,9,129.51,4,4,4,44,Loyal Customers
CUST_00405,31,10,113.85999999999999,4,5,4,45,Loyal Customers
CUST_00406,48,8,138.5,4,4,5,44,Loyal Customers
CUST_00407,124,2,18.23,2,1,1,21,Hibernating
CUST_00408,18,8,120.52000000000001,5,4,4,54,Champions
CUST_00409,275,4,65.11,1,1,2,11,Hibernating
CUST_00410,168,4,64.13000000000001,2,1,2,21,Hibernating
CUST_00411,126,6,86.95999999999998,2,2,3,22,Hibernating
CUST_00412,149,9,131.0,2,4,4,24,Cannot Lose
CUST_00413,295,5,58.290000000000006,1,2,1,12,Hibernating
CUST_00414,5,5,70.74000000000001,5,2,2,52,Potential Loyalists
CUST_00415,58,5,46.32000000000001,3,2,1,32,Need Attention
CUST_00416,40,8,126.65,4,4,4,44,Loyal Customers
CUST_00417,154,5,65.86000000000001,2,2,2,22,Hibernating
CUST_00418,86,8,130.2,3,4,4,34,Loyal Customers
CUST_00419,62,6,95.13,3,2,3,32,Need Attention
CUST_00420,227,6,98.69,1,2,3,12,Hibernating
CUST_00421,184,9,154.38000000000002,1,4,5,14,Cannot Lose
CUST_00422,402,3,54.29,1,1,1,11,Hibernating
CUST_00423,37,5,68.77000000000001,4,2,2,42,Potential Loyalists
CUST_00424,0,4,54.25,5,1,1,51,Newcomers
CUST_00425,68,8,129.11,3,4,4,34,Loyal Customers
CUST_00426,47,5,82.55,4,2,2,42,Potential Loyalists
CUST_00427,4,8,131.68,5,4,4,54,Champions
CUST_00428,6,7,90.38,5,3,3,53,Potential Loyalists
CUST_00429,56,5,66.27,4,2,2,42,Potential Loyalists
CUST_00430,293,3,49.58,1,1,1,11,Hibernating
CUST_00431,304,6,87.51,1,2,3,12,Hibernating
CUST_00432,389,3,61.870000000000005,1,1,1,11,Hibernating
CUST_00433,2,9,157.48,5,4,5,54,Champions
CUST_00434,485,3,41.08,1,1,1,11,Hibernating
CUST_00435,85,6,99.14,3,2,3,32,Need Attention
CUST_00436,81,3,45.82,3,1,1,31,Need Attention
CUST_00437,195,9,114.62,1,4,4,14,Cannot Lose
CUST_00438,13,11,177.24999999999994,5,5,5,55,Champions
CUST_00439,109,4,63.489999999999995,2,1,1,21,Hibernating
CUST_00440,33,7,90.59,4,3,3,43,Potential Loyalists
CUST_00441,30,7,106.03999999999999,4,3,3,43,Potential Loyalists
CUST_00442,71,8,125.88000000000002,3,4,4,34,Loyal Customers
CUST_00443,164,3,49.67,2,1,1,21,Hibernating
CUST_00444,19,14,204.23000000000002,5,5,5,55,Champions
CUST_00445,112,13,194.58999999999997,2,5,5,25,Cannot Lose
CUST_00446,71,11,125.12999999999998,3,5,4,35,Loyal Customers
CUST_00447,42,7,102.47,4,3,3,43,Potential Loyalists
CUST_00448,69,6,93.85,3,2,3,32,Need Attention
